Name of Entity,Dates of Breach,Reported Date,Date(s) of Discovery of Breach,Date Notice Provided to Consumers,Link,State Reported,Source(s),Start Date of Breach,End Date of Breach
"Stamford Podiatry Group, PC",2/12/2016 - 4/14/2016,2016-06-20 00:00:00,2016-04-14 00:00:00,2016-05-25 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/406389200,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-12 00:00:00,2016-04-14 00:00:00
Hard Rock Hotel & Casino Las Vegas,10/27/2015,2016-06-27 00:00:00,2016-05-13 00:00:00,2016-06-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1986419373,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-10-27 00:00:00,
Noodles & Company,,2016-06-29 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1418965898,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Group W. Partners, LLC","12/2/2015, 6/14/2016",2016-07-07 00:00:00,2016-06-07 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/851512423,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-12-02 00:00:00, 6/14/2016
"Joshua, Inc.","12/2/2015, 6/14/2016",2016-07-07 00:00:00,2016-06-07 00:00:00,2016-07-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/284058948,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-12-02 00:00:00, 6/14/2016
"PNV Restaurants, Inc.","1/13/2016, 6/8/2016",2016-07-07 00:00:00,2016-06-07 00:00:00,2016-07-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1864089121,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-01-13 00:00:00, 6/8/2016
"CiCi Enterprises, LP","6/30/2015, 7/19/2016",2016-07-20 00:00:00,2016-03-05 00:00:00,2016-07-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/161728696,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-06-30 00:00:00, 7/19/2016
Omni Hotels and Resorts,12/23/2015 - 6/14/2016,2016-07-21 00:00:00,2016-05-30 00:00:00,2016-07-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1741758869,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-12-23 00:00:00,2016-06-14 00:00:00
Comnet Marketing Group,4/22/2016 - 4/24/2016,2016-07-22 00:00:00,2016-04-22 00:00:00,2016-07-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1174305394,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-04-22 00:00:00,2016-04-24 00:00:00
"NLU Products, LLC","4/20/2015, 6/23/2016",2016-07-27 00:00:00,2016-06-08 00:00:00,2016-07-06 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/333720495,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-04-20 00:00:00, 6/23/2016
Banner Health,6/17/2016 - 7/7/2016,2016-08-03 00:00:00,"Thursday, July 7, 2016
Wednesday, July 13, 2016",2016-08-03 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1913750668,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-06-17 00:00:00,2016-07-07 00:00:00
"Valley Anesthesiology Consultants, Inc., d/b/a Valley Anesthesiology and Pain Consultants",3/30/2016,2016-08-12 00:00:00,2016-06-13 00:00:00,2016-08-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1346297193,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-03-30 00:00:00,
"Newkirk Products, Inc.",5/21/2016,2016-08-17 00:00:00,2016-07-06 00:00:00,2016-08-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/778843718,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-05-21 00:00:00,
Eddie Bauer LLC,1/2/2016 - 7/17/2016,2016-08-18 00:00:00,2016-07-15 00:00:00,2016-08-18 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1791420416,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-01-02 00:00:00,2016-07-17 00:00:00
Symphonix Life & Disability,5/28/2016,2016-08-19 00:00:00,2016-08-01 00:00:00,2016-08-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1223966941,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-05-28 00:00:00,
"MedAltus, LLC",5/3/2016,2016-08-24 00:00:00,2016-06-29 00:00:00,2016-07-28 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/828505265,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-05-03 00:00:00,
Michelle A. Pecora CPA P.C.,7/27/2016 - 8/2/2016,2016-08-25 00:00:00,2016-08-02 00:00:00,2016-08-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/261051790,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-27 00:00:00,2016-08-02 00:00:00
"Howard R. Jarvis, D.M.D., L.L.C. dba Southwest Portland Dental","1/30/2012, 7/30/2016",2016-08-30 00:00:00,2016-01-30 00:00:00,2016-08-30 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1841081963,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2012-01-30 00:00:00, 7/30/2016
"Kimpton Hotels & Restaurant Group, LLC",2/16/2016,2016-08-31 00:00:00,2016-07-15 00:00:00,2016-08-31 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1273628488,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-16 00:00:00,
"Schwan's Home Service, Inc",10/9/2015,2016-08-31 00:00:00,2016-08-01 00:00:00,2016-08-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/138721538,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-10-09 00:00:00,
Noble House Hotels & Resorts,"4/25/2016, 8/5/2016",2016-09-02 00:00:00,2016-08-05 00:00:00,2016-09-02 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/310713337,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-04-25 00:00:00, 8/5/2016
Asante,"8/18/2014, 7/21/2016",2016-09-09 00:00:00,"Wednesday, July 13, 2016
Thursday, July 21, 2016",2016-09-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1890743510,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-08-18 00:00:00, 7/21/2016
Asante,"8/18/2014, 7/21/2016",2016-09-09 00:00:00,2016-10-17 00:00:00,2016-12-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/293169941,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-08-18 00:00:00, 7/21/2016
"KontrolFreek, LLC",10/21/2015 - 4/7/2016,2016-09-16 00:00:00,,"Thursday, June 30, 2016
Monday, August 22, 2016",https://justice.oregon.gov/consumer/DataBreach/Home/Details/805498107,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-10-21 00:00:00,2016-04-07 00:00:00
ACTIVEOutdoors,,2016-09-19 00:00:00,2016-08-22 00:00:00,2016-09-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/238044632,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
New Jersey Spine Center,7/27/2016,2016-09-22 00:00:00,2016-07-27 00:00:00,2016-09-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1818074805,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-27 00:00:00,
"Jerry's Artarama NC, Inc",5/3/2016 - 7/10/2016,2016-09-29 00:00:00,2016-07-07 00:00:00,2016-07-29 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/683167855,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-05-03 00:00:00,2016-07-10 00:00:00
Rebecca Minkoff,,2016-09-29 00:00:00,2016-08-10 00:00:00,2016-09-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/115714380,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
Winston Dillard School District #116,"5/15/2016, 9/12/2016 - 9/13/2016",2016-10-03 00:00:00,,2016-09-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/732829402,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-05-15 00:00:00,2016-09-13 00:00:00
"Vera Bradley, Inc",7/25/2016,2016-10-12 00:00:00,2016-09-15 00:00:00,2016-10-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/165375927,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-25 00:00:00,
Liberty Buy Sell,,2016-10-17 00:00:00,2016-09-21 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1795067647,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"National Wholesale Company, Inc.",9/2/2016 - 10/15/2016,2016-11-04 00:00:00,2016-10-14 00:00:00,2016-11-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1227614172,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-09-02 00:00:00,2016-10-15 00:00:00
Sentinel Hotel,7/12/2016,2016-11-04 00:00:00,2016-10-05 00:00:00,2016-11-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/660160697,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-12 00:00:00,
Kaiser Foundation Health Plan of the Northwest,10/12/2016 - 10/13/2016,2016-11-04 00:00:00,2016-10-13 00:00:00,2016-11-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/92707222,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-12 00:00:00,2016-10-13 00:00:00
"Ameriprise Financial, Inc.",,2016-11-07 00:00:00,2016-09-20 00:00:00,2016-11-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1672737395,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
UFCW Local 655 Food Employers Joint Pension Plan,7/14/2016,2016-11-09 00:00:00,2016-07-21 00:00:00,2016-11-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1105283920,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-14 00:00:00,
"Eileen Fisher, Inc.",9/7/2016 - 10/24/2016,2016-11-09 00:00:00,2016-10-30 00:00:00,2016-11-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/537830445,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-09-07 00:00:00,2016-10-24 00:00:00
WINDY RIDGE ACCOUNTING & TAX SERVICE,10/22/2016 - 10/23/2016,2016-11-10 00:00:00,2016-10-24 00:00:00,"Tuesday, October 25, 2016
Wednesday, October 26, 2016
Thursday, October 27, 2016
Friday, October 28, 2016
Saturday, October 29, 2016
Sunday, October 30, 2016
Monday, October 31, 2016
Tuesday, November 1, 2016
Wednesday, November 2, 2016
Thursday, November 3, 2016
Thursday, November 10, 2016",https://justice.oregon.gov/consumer/DataBreach/Home/Details/2117860618,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-22 00:00:00,2016-10-23 00:00:00
"Charles Schwab & Co., Inc.",3/25/2016,2016-11-11 00:00:00,2016-04-14 00:00:00,2016-05-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1550407143,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-03-25 00:00:00,
Springfield Armory,10/3/2015,2016-11-18 00:00:00,2016-10-05 00:00:00,2016-11-18 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/982953668,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-10-03 00:00:00,
The Madison Square Garden Company,11/9/2015,2016-11-22 00:00:00,2016-10-27 00:00:00,2016-11-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1995530366,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-11-09 00:00:00,
Primerica,9/4/2016,2016-11-23 00:00:00,2016-09-12 00:00:00,2016-11-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1428076891,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-09-04 00:00:00,
Island Hotel Company Limited,3/9/2016,2016-11-23 00:00:00,2016-10-21 00:00:00,2016-11-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/860623416,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-03-09 00:00:00,
Asante,6/23/2014 - 10/22/2016,2016-12-09 00:00:00,"Wednesday, July 13, 2016
Thursday, July 21, 2016",2016-09-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1890743510,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-06-23 00:00:00,2016-10-22 00:00:00
Asante,6/23/2014 - 10/22/2016,2016-12-09 00:00:00,2016-10-17 00:00:00,2016-12-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/293169941,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-06-23 00:00:00,2016-10-22 00:00:00
Michigan State University,11/13/2016,2016-12-09 00:00:00,,2016-11-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1873200114,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-11-13 00:00:00,
Quest Diagnostics,11/26/2016,2016-12-12 00:00:00,2016-11-28 00:00:00,2016-12-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1305746639,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-11-26 00:00:00,
Western Union Financial Services,7/1/2016,2016-12-27 00:00:00,,2016-12-20 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/738293164,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-07-01 00:00:00,
Providence Health & Services,10/25/2016 - 10/28/2016,2016-12-29 00:00:00,2016-10-27 00:00:00,2016-12-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/170839689,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-25 00:00:00,2016-10-28 00:00:00
"Cascade Management, Inc.",,2016-12-29 00:00:00,2016-11-01 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1750869862,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"International Association of Sheet Metal, Air, Rail & Transport Workers, Sheet Metal Workers’ Local",10/3/2016,2016-12-30 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-03 00:00:00,
"Spiraledge, Inc.",,2017-01-12 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/615962912,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"CoPilot Provider Support Services, Inc.",,2017-01-19 00:00:00,2015-12-23 00:00:00,2017-01-18 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/48509437,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Charles Komar & Sons, Inc.",3/1/2015 - 12/1/2016,2017-01-26 00:00:00,2016-12-01 00:00:00,2017-01-26 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1628539610,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-03-01 00:00:00,2016-12-01 00:00:00
"DBM Global, Inc.",1/7/2017 - 1/7/2017,2017-02-01 00:00:00,2017-01-07 00:00:00,"Monday, January 23, 2017
Thursday, January 26, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/1061086135,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-07 00:00:00,2017-01-07 00:00:00
Pure Yoga LLC,9/6/2016 - 12/18/2016,2017-02-07 00:00:00,2017-01-22 00:00:00,2017-01-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1506209358,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-09-06 00:00:00,2016-12-18 00:00:00
Abbott Nutrition,,2017-02-24 00:00:00,2017-02-06 00:00:00,2017-02-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/938755883,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Roberts Hawaii, Inc.",12/14/2016,2017-02-24 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/371302408,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-12-14 00:00:00,
Intex Recreation Corp.,4/24/2016 - 12/14/2016,2017-02-27 00:00:00,2017-02-03 00:00:00,2017-02-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1951332581,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-04-24 00:00:00,2016-12-14 00:00:00
Affy Tapple,,2017-02-27 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1383879106,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
Mrs Prindables,2/1/2016 - 12/3/2016,2017-02-27 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-03 00:00:00
Redmond School District,2/24/2017,2017-02-28 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-24 00:00:00,
West Music Company,2/1/2016 - 12/31/2016,2017-03-03 00:00:00,2017-02-06 00:00:00,2017-03-03 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1829002329,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
prAna,12/14/2016 - 2/6/2017,2017-03-08 00:00:00,2017-02-06 00:00:00,2017-03-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1261548854,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-12-14 00:00:00,2017-02-06 00:00:00
Alpha Industries,2/1/2016 - 12/31/2016,2017-03-09 00:00:00,2016-11-01 00:00:00,"Monday, February 27, 2017
Friday, March 3, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/694095379,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
Atlantic Cigar,2/1/2016 - 12/31/2016,2017-03-09 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Bluemercury, inc.",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2016-11-28 00:00:00,2017-02-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1706672077,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Century, LLC",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2017-02-08 00:00:00,2017-02-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1139218602,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Movie Mars, Inc",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2017-02-06 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/571765127,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Nutrex Hawaii, Inc",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2016-11-01 00:00:00,2017-02-24 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/4311652,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Plow and Hearth, LLC",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2017-02-06 00:00:00,"Monday, February 27, 2017
Friday, March 10, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/1584341825,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Vapour Organic Beauty, LLC",2/1/2016 - 12/31/2016,2017-03-10 00:00:00,2017-02-09 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1016888350,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
BBB Industries LLC,3/9/2017 - 3/9/2017,2017-03-13 00:00:00,2017-03-09 00:00:00,2017-03-13 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2029465048,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-09 00:00:00,2017-03-09 00:00:00
"St. Charles Health System, Inc",10/8/2014 - 1/16/2016,2017-03-16 00:00:00,2017-01-16 00:00:00,2017-03-16 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1462011573,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-10-08 00:00:00,2016-01-16 00:00:00
"Bulletproof 360, Inc.",10/26/2016 - 1/31/2017,2017-03-21 00:00:00,2017-02-23 00:00:00,2017-03-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/176303451,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-26 00:00:00,2017-01-31 00:00:00
Federal Process Corporation,2/23/2017 - 2/23/2017,2017-03-23 00:00:00,2017-02-23 00:00:00,2017-02-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1756333624,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-23 00:00:00,2017-02-23 00:00:00
"Aptos, Inc",2/1/2016 - 12/31/2016,2017-03-24 00:00:00,2016-11-15 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1188880149,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Bambeco, Inc",2/1/2016 - 12/31/2016,2017-03-24 00:00:00,2016-11-15 00:00:00,2017-03-06 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/621426674,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Easy Breathe, Inc.",2/10/2017 - 2/10/2017,2017-03-27 00:00:00,2017-02-10 00:00:00,2017-03-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/53973199,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-10 00:00:00,2017-02-10 00:00:00
