Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Details,End Date of Breach,Entity Type,Industry,Link to PDF,Location of Breached Information,Parent Company,Reported Date,Type of Breach,Website
bbb industries llc,3/9/2017,,['Oregon'],UNK,"Monday, March 13, 2017","Thursday, March 9, 2017",3/9/2017 - 3/9/2017,,3/9/2017,,Financial services,,,S&P Global,03/13/2017,7,standardandpoors.com
bcsfinancialcorporation,2018-10-29 00:00:00,39.0,['Indiana'],UNK,2018-12-14 00:00:00,,2018-10-29 00:00:00,,,,,,,,,7,
bcsfinancialcorporation,2019-01-16 00:00:00,1.0,['Maryland'],UNK,,,1/16/2019,,,,,,,,,1,
"beachbody, llc",2013-03-01 00:00:00,,['California'],UNK,,,"03/01/2013, 04/01/2013",,2013-04-01 00:00:00,,FitnessWeight lossDietary supplements,https://oag.ca.gov/ecrime/databreach/reports/sb24-41882,,,2013-05-28 00:00:00,7,beachbody.com
"beachbody, llc",2013-04-17 00:00:00,80.0,['Maine'],UNK,2013-05-23 00:00:00,,2013-04-17 00:00:00,,,,FitnessWeight lossDietary supplements,,,,,7,beachbody.com
"beachbody, llc",2013-05-23 00:00:00,,['New Hampshire'],UNK,,,"May 23, 2013",,,,FitnessWeight lossDietary supplements,https://www.doj.nh.gov/consumer/security-breaches/documents/beachbody-20130523.pdf,,,,7,beachbody.com
"beachbody, llc",2018-02-02 00:00:00,854.0,['Indiana'],UNK,2018-03-02 00:00:00,,2018-02-02 00:00:00,,,,FitnessWeight lossDietary supplements,,,,,7,beachbody.com
"beachbody, llc",2018-03-01 00:00:00,22.0,"['Maryland', 'New Hampshire']",UNK,,,3/1/2018,,,,FitnessWeight lossDietary supplements,,,,,7,beachbody.com
"beachbody, llc",Discovered 2/2/18,9.0,['Maine'],UNK,2018-03-01 00:00:00,,Discovered 2/2/18,,,,FitnessWeight lossDietary supplements,,,,,7,beachbody.com
beacon health system,2013-11-19 00:00:00,,['California'],UNK,,,"11/19/2013, 01/26/2015",,2015-01-26 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56184,,,2015-05-29 00:00:00,7,
beacon health system,2015-05-29 00:00:00,2.0,['Maryland'],UNK,,,5/29/2015,,,,,,,,,1,
beacon health system,2016-02-20 00:00:00,76.0,['Indiana'],UNK,2016-04-29 00:00:00,,2016-02-20 00:00:00,,,,Credit risk assessment,,,,,7,Equifax.com
beacon health system,2018-04-02 00:00:00,141.0,['Indiana'],UNK,2018-06-01 00:00:00,,2018-04-02 00:00:00,,,,,,,,,7,
"beam global spirits, ",2009-06-15 00:00:00,,['New Hampshire'],UNK,,,"June 15, 2009",,,,Distilled beverages,https://www.doj.nh.gov/consumer/security-breaches/documents/beam-global-spirits-20090615.pdf,,Suntory,,7,www.beamsuntory.com
"bearing distributors, inc. 8000 hub parkway, cleveland, oh 44125",2018-03-30 00:00:00,1.0,['Maine'],UNK,2018-04-06 00:00:00,,2018-03-30 00:00:00,,,,,,,,,7,
bearingdistributorsinc,2018-03-30 00:00:00,857.0,['Indiana'],UNK,2018-04-06 00:00:00,,2018-03-30 00:00:00,,,,,,,,,7,
bearingdistributorsinc,2018-04-06 00:00:00,1.0,['Maryland'],UNK,,,4/6/2018,,,,,,,,,1,
"bebe stores, inc.",11/8/-11/26/14,18.0,['Maine'],UNK,2014-12-05 00:00:00,,11/8/-11/26/14,,,,Retail,,,,,7,www.bebe.com
"bebe stores, inc.",2014-11-08 00:00:00,,['California'],UNK,,,11/08/2014,,,,Retail,https://oag.ca.gov/ecrime/databreach/reports/sb24-47667,,,2014-12-05 00:00:00,7,www.bebe.com
"bebe stores, inc.",Unkno,200.0,['Wisconsin'],UNK,2014-12-04 00:00:00,,Unknown,,,,Retail,,,,,7,www.bebe.com
"bebe, ",2014-12-05 00:00:00,,['New Hampshire'],UNK,,,"December 05, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bebe-20141205.pdf,,,,7,
"bechtel oil, gas &amp; chemicals construction services, inc.",2017-05-11 00:00:00,13.0,['Maryland'],UNK,,,5/11/2017,,,,,,,,,1,
"bechteloil,gas&chemicalsconstructionservices,inc.",2017-04-27 00:00:00,8937.0,"['Maine', 'Indiana']",UNK,2017-05-10 00:00:00,,2017-04-27 00:00:00,,,,,,,,,7,
becker & mayer llc,April 2015 (Discovered 7/16/15),2.0,['Maine'],UNK,2015-09-28 00:00:00,,April 2015 (Discovered 7/16/15),,,,,,,,,7,
beckerlandscape,2017-02-02 00:00:00,205.0,['Indiana'],UNK,2017-02-03 00:00:00,,2017-02-02 00:00:00,,,,,,,,,7,
becu,2016-09-27 00:00:00,2.0,['Maryland'],UNK,,,9/27/2016,,,,Financial services,,,,,7,
bed bath & beyond,2017-05-26 00:00:00,35.0,['Wisconsin'],UNK,2017-06-18 00:00:00,,"May 26, 2017",,,,Retail,,,,,7,bedbathandbeyond.com
bed bath & beyond,"May 26, 2017",35.0,['Wisconsin'],UNK,"June 18, 2017",,"May 26, 2017",,,,Retail,,,,,7,bedbathandbeyond.com
"bed bath & beyond and/or its subsidiary, buy buy baby, inc",11/3/14-12/29/14) Discovered 2/10/15,,['Maine'],UNK,2015-02-26 00:00:00,,11/3/14-12/29/14) Discovered 2/10/15,,,,Retail,,,,,7,bedbathandbeyond.com
bed bath & beyond inc.,11/21/17-12/8/17 (discovered 2/6/18),1.0,['Maine'],UNK,2018-02-13 00:00:00,,11/21/17-12/8/17 (discovered 2/6/18),,,,,,,,,7,
bed bath & beyond inc.,11/8/17-1/4/18,1.0,['Maine'],UNK,2018-02-26 00:00:00,,11/8/17-1/4/18,,,,,,,,,7,
bed bath & beyond inc.,2013-11-22 00:00:00,,['New Hampshire'],UNK,,,"November 22, 2013",,,,Retail,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20131122.pdf,,,,7,bedbathandbeyond.com
bed bath & beyond inc.,2016-02-20 00:00:00,3845.0,['Indiana'],UNK,2016-11-11 00:00:00,,2016-02-20 00:00:00,,,,Retail,,,,,7,bedbathandbeyond.com
bed bath & beyond inc.,2017-05-15 00:00:00,,['California'],UNK,,,05/15/2017,,,,Retail,https://oag.ca.gov/ecrime/databreach/reports/sb24-97500,,,2017-06-19 00:00:00,7,bedbathandbeyond.com
bed bath & beyond inc.,2017-11-08 00:00:00,153.0,['Indiana'],UNK,2018-02-26 00:00:00,,2017-11-08 00:00:00,,,,,,,,,7,
bed bath & beyond inc.,2018-02-13 00:00:00,,['New Hampshire'],UNK,,,"February 13, 2018",,,,Retail,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20180213.pdf,,,,7,bedbathandbeyond.com
bed bath & beyond inc.,Not specified,1.0,['Maine'],UNK,2015-09-22 00:00:00,,Not specified,,,,Retail,,,,,7,bedbathandbeyond.com
bed bath &amp; beyond,2015-03-02 00:00:00,50.0,['Maryland'],UNK,,,3/2/2015,,,,,,,,,6,
bed bath &amp; beyond inc.,2015-09-21 00:00:00,10.0,['Maryland'],UNK,,,9/21/2015,,,,,,,,,7,
bed bath &amp; beyond inc.,2016-11-15 00:00:00,,['Maryland'],UNK,,,11/15/2016,,,,,,,,,7,
bed bath &amp; beyond inc.,2018-02-15 00:00:00,4.0,['Maryland'],UNK,,,2/15/2018,,,,,,,,,6,
bed bath &amp; beyond inc.,2018-03-01 00:00:00,6.0,['Maryland'],UNK,,,3/1/2018,,,,,,,,,6,
"bedrock manufacturing company, ",2017-07-14 00:00:00,,['New Hampshire'],UNK,,,"July 14, 2017",,,,Luggage manufacturingClothing manufacturingRetailWholesale,https://www.doj.nh.gov/consumer/security-breaches/documents/bedrock-manufacturing-20170714.pdf,,Bedrock Manufacturing Co.,,7,filson.com
"bedrockmanufacturingcompany,llc",2017-03-01 00:00:00,965.0,['Indiana'],UNK,2017-07-14 00:00:00,,2017-03-01 00:00:00,,,,,,,,,7,
beecher carlson,2018-12-18 00:00:00,16.0,"['Maryland', 'New Hampshire']",UNK,,,12/18/2018,,,,,,,,,1,
beechgrovemeadows,2018-05-11 00:00:00,1.0,['Indiana'],UNK,2018-05-11 00:00:00,,2018-05-11 00:00:00,,,,,,,,,7,
beer capitol distributing,2017-10-05 00:00:00,475.0,['Wisconsin'],UNK,2017-10-13 00:00:00,,"October 5, 2017",,,,,,,,,7,
beer capitol distributing,"October 5, 2017",475.0,['Wisconsin'],UNK,"October 13, 2017",,"October 5, 2017",,,,,,,,,7,
behavioral health center (email),2017-03-14 00:00:00,4229.0,['Maine'],UNK,2017-04-19 00:00:00,,2017-03-14 00:00:00,,,,,,,,,7,
"behavioral science technology, inc. (""bst"")",2016-04-19 00:00:00,1.0,['Maine'],UNK,2016-04-22 00:00:00,,2016-04-19 00:00:00,,,,,,,,,7,
behavioralsciencetechnologyinc,2016-04-19 00:00:00,150.0,['Indiana'],UNK,2016-04-22 00:00:00,,2016-04-19 00:00:00,,,,,,,,,7,pavlok.com
behavioralsciencetechnologyinc,2016-04-22 00:00:00,,['New Hampshire'],UNK,,,"April 22, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/behavioral-science-20160422.pdf,,,,7,pavlok.com
beigeneltd,2018-05-22 00:00:00,145.0,['Indiana'],UNK,2018-09-21 00:00:00,,2018-05-22 00:00:00,,,,,,,,,7,
beigeneltd,2018-09-24 00:00:00,,['New Hampshire'],UNK,,,"September 24, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/beigene-20180921.pdf,,,,7,
"beijing center, the, ",2009-12-11 00:00:00,,['New Hampshire'],UNK,,,"December 11, 2009",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/beijing-center-20091211.pdf,,,,7,
bel usa llc,2013-03-01 00:00:00,,['California'],UNK,,,"03/01/2013, 07/15/2013",,2013-07-15 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-42735,,,2013-09-20 00:00:00,7,
bel usa llc,2018-12-26 00:00:00,1598.0,"['Maryland', 'New Hampshire']",UNK,,,12/26/2018,,,,,,,,,1,
bel usa llc,Between 3/1/13 and 7/15/13,346.0,['Maine'],UNK,2013-09-13 00:00:00,,Between 3/1/13 and 7/15/13,,,,,,,,,7,
"bel usa, llc (""bel"") through its website discountmugs.com",2018-08-05 00:00:00,,['California'],UNK,,,08/05/2018,,,,Banking,https://oag.ca.gov/ecrime/databreach/reports/sb24-143174,,,2018-12-26 00:00:00,7,suntrust.com
"bel usa, llc through its website discountmugs.com",2018-08-05 00:00:00,,['Oregon'],UNK,2018-12-31 00:00:00,2018-12-20 00:00:00,8/5/2018 - 8/5/2018,,2018-08-05 00:00:00,,Banking,,,,2018-12-26 00:00:00,7,suntrust.com
"bel usa, llc through its website discountmugs.com",8/5/2018,,['Oregon'],UNK,"Monday, December 31, 2018","Thursday, December 20, 2018",8/5/2018 - 8/5/2018,,8/5/2018,,Banking,,,,12/26/2018,7,suntrust.com
"bel usa, llc through its website discountmugs.com","August 5, 2016 through November 16, 2018",70244.0,['Maine'],UNK,"December 31, 2018","December 20, 2018","August 5, 2016 through November 16, 2018",,,Other Commercial ,Banking,,,,,7,suntrust.com
bell helicopter (training academy),2013-07-03 00:00:00,1.0,['Maine'],UNK,2013-08-09 00:00:00,,2013-07-03 00:00:00,,,,AerospaceDefense,,,Textron,,7,www.bellflight.com
"bell helicopter's training academy, ",2013-08-09 00:00:00,,['New Hampshire'],UNK,,,"August 09, 2013",,,,AerospaceDefense,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-training-20130809.pdf,,Textron,,7,www.bellflight.com
"bell helicopter, ",2014-01-31 00:00:00,,['New Hampshire'],UNK,,,"January 31, 2014",,,,AerospaceDefense,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-20140131.pdf,,Textron,,7,www.bellflight.com
"bellacor.com, inc.",2012-07-26 00:00:00,,['California'],UNK,,,07/26/2012,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-32569,,,2012-08-21 00:00:00,7,
"bellacor.com, inc.",2012-08-22 00:00:00,,['New Hampshire'],UNK,,,"August 22, 2012",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bellacor-20120822.pdf,,,,7,
bellpartnersinc,2017-11-21 00:00:00,523.0,['Indiana'],UNK,2018-05-23 00:00:00,,2017-11-21 00:00:00,,,,,,,,,7,
bellpartnersinc,2018-05-29 00:00:00,7.0,['Maryland'],UNK,,,5/29/2018,,,,"Media (television, radio, digital media)",,,BCE Inc.,,1,
bellwetherenterpriserealestatecapitalllc,2018-01-30 00:00:00,355.0,['Indiana'],UNK,2018-05-25 00:00:00,,2018-01-30 00:00:00,,,,,,,,,7,
bellwetherenterpriserealestatecapitalllc,2018-05-30 00:00:00,7.0,['Maryland'],UNK,,,5/30/2018,,,,,,,,,1,
"belmont instrument, llc, ",2018-11-30 00:00:00,,['New Hampshire'],UNK,,,"November 30, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/belmont-instrument-20181205.pdf,,,,7,
belmont savings bank,2017-11-30 00:00:00,2.0,['Maine'],UNK,2018-02-01 00:00:00,,2017-11-30 00:00:00,,,,,,,,,7,
belmont savings bank,2018-02-20 00:00:00,1.0,['Maryland'],UNK,,,2/20/2018,,,,,,,,,5,
"ben bridge jeweler, inc.",2016-05-27 00:00:00,1.0,['Maryland'],UNK,,,5/27/2016,,,,Conglomerate,,,Warren Buffett (30.71% of the aggregate voting power and 16.45% of the economic interest)[1],,1,www.berkshirehathaway.com
benchmadeknifeco,2018-09-01 00:00:00,2702.0,['Indiana'],UNK,2018-12-21 00:00:00,,2018-09-01 00:00:00,,,,,,,,,7,
benchmadeknifecoinc,2018-09-01 00:00:00,2702.0,['Indiana'],UNK,2018-12-21 00:00:00,,2018-09-01 00:00:00,,,,,,,,,7,
benchmadeknifecoinc,2018-12-26 00:00:00,39.0,"['Maryland', 'New Hampshire']",UNK,,,12/26/2018,,,,Manufacturing,,,,,1,benchmade.com
benchmadeknifecoinc,9/1/18-10/10/18,2702.0,['Maine'],UNK,12/21/18,11/9/18,9/1/18-10/10/18,,,Other Commercial ,Manufacturing,,,,,7,benchmade.com
benchmark,2016-10-23 00:00:00,,['Washington'],UNK,,,10/23/2016 to 01/01/2017,,2017-01-01 00:00:00,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Benchmark.2017-02-24.pdf,,,2017-02-24 00:00:00,7,
benchmark,2017-02-24 00:00:00,,"['Maryland', 'New Hampshire']",UNK,,,2/24/2017,,,,,,,,,1,
benchmark,2017-10-23 00:00:00,,['Indiana'],UNK,2017-02-24 00:00:00,,2017-10-23 00:00:00,,,,,,,,,7,
benchmark - a global hospitality company,10/23/16-1/1/17 (discovered 12/27/16),,['Maine'],UNK,2017-02-24 00:00:00,,10/23/16-1/1/17 (discovered 12/27/16),,,,,,,,,7,
"benchmark senior living, ",2013-10-29 00:00:00,,['New Hampshire'],UNK,,,"October 29, 2013",,,,Real estate investment trust,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20131029.pdf,,,,7,welltower.com
"benchmark senior living, ",2016-06-22 00:00:00,,['New Hampshire'],UNK,,,"June 22, 2016",,,,Real estate investment trust,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20160622.pdf,,,,7,welltower.com
"benefit concepts, ",2010-09-03 00:00:00,,['New Hampshire'],UNK,,,"September 03, 2010",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/benefit-concepts-20100903.pdf,,,,7,
benefitoutsourcingsolutions,2015-08-20 00:00:00,1144.0,['Indiana'],UNK,2018-06-07 00:00:00,,2015-08-20 00:00:00,,,,,,,,,7,
benjamin f. edwards & co.,2014-05-24 00:00:00,,['California'],UNK,,,05/24/2014,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-45686,,,2014-06-27 00:00:00,7,twitter.com
benjamin f. edwards & co.,2014-06-27 00:00:00,,['New Hampshire'],UNK,,,"June 27, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/benjamin-edwards-20140627.pdf,,,,7,twitter.com
benjamin f. edwards & co.,2014-07-15 00:00:00,,['New Hampshire'],UNK,,,"July 15, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/benjamin-edwards-20140715.pdf,,,,7,twitter.com
benjamin f. edwards & co.(bfe),2014-05-27 00:00:00,55.0,['Maine'],UNK,6/27/2014  (update rec'd 6/15/14),,2014-05-27 00:00:00,,,,,,,,,7,www.ygbigbang.com
bennett & thrasher,6/15/17 - 4/6/18 (Discovered 4/6/18),1.0,['Maine'],UNK,2018-05-02 00:00:00,,6/15/17 - 4/6/18 (Discovered 4/6/18),,,,CPA and Consulting,,,,,7,
bennett thrasher llp,2018-05-04 00:00:00,4.0,['Maryland'],UNK,,,5/4/2018,,,,CPA and Consulting,,,,,1,
bennington-rutland supervisory union,2017-12-06 00:00:00,,['New Hampshire'],UNK,,,"December 06, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bennington-rutland-20171206.pdf,,,,7,
bennington-rutland supervisory union,Discovered 7/6/17,4.0,['Maine'],UNK,2017-12-06 00:00:00,,Discovered 7/6/17,,,,,,,,,7,
benson botsford llc,2015-03-10 00:00:00,,['Maryland'],UNK,,,3/10/2015,,,,,,,,,7,
"bentley truck services, inc.",2017-01-26 00:00:00,2.0,['Maryland'],UNK,,,1/26/2017,,,,Automotive,,,,,1,www.volkswagengroupamerica.com
bentley university,2017-01-23 00:00:00,1.0,['Maine'],UNK,2017-02-21 00:00:00,,2017-01-23 00:00:00,,,,,,,,,7,
bentley university,2017-02-21 00:00:00,,['New Hampshire'],UNK,,,"February 21, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bentley-university-20170221.pdf,,,,7,
"berard & associates, cpas pc, ",2017-04-06 00:00:00,,['New Hampshire'],UNK,,,"April 06, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/berard-20170406.pdf,,,,7,
"berard &amp; associates, cpas, p.c.",2017-04-06 00:00:00,3.0,['Maryland'],UNK,,,4/6/2017,,,,,,,,,1,
"berenter, jay scott, ",2017-01-25 00:00:00,,['New Hampshire'],UNK,,,"January 25, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/berenter-jay-scott-20170125.pdf,,,,7,
berg llc (email),2017-02-01 00:00:00,1.0,['Maine'],UNK,2017-03-20 00:00:00,,2017-02-01 00:00:00,,,,,,,,,7,
"berg llc, ",2017-03-21 00:00:00,,['New Hampshire'],UNK,,,"March 21, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/berg-20170321.pdf,,,,7,
berkeley college,2016-12-31 00:00:00,4.0,['Maine'],UNK,2017-02-06 00:00:00,,2016-12-31 00:00:00,,,,,,,,,7,
berkeley college,2017-02-06 00:00:00,52.0,"['Maryland', 'New Hampshire']",UNK,,,2/6/2017,,,,,,,,,6,
berkeley endocrine clinic,2016-04-22 00:00:00,,['California'],UNK,,,04/22/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-61958,,,2016-05-23 00:00:00,7,
"berkeley heartlab, ",2011-10-31 00:00:00,,['New Hampshire'],UNK,,,"October 31, 2011",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/berkeley-heartlab-20111031.pdf,,,,7,
berkeley unified school district,2016-04-11 00:00:00,,['California'],UNK,,,04/11/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-61243,,,2016-04-22 00:00:00,7,
berkley mid-atlantic group,2017-03-10 00:00:00,1.0,['Maryland'],UNK,,,3/10/2017,,,,,,,,,1,
"berteslmann, inc. and towers perrin, ",2007-02-03 00:00:00,,['New Hampshire'],UNK,,,"February 03, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/berteslmann-20080203.pdf,,,,7,
"best buy co., inc.",2017-07-11 00:00:00,2.0,['Maryland'],UNK,,,7/11/2017,,,,Retail,,,,,2,BestBuy.com
"best buy co., inc.",2017-09-26 00:00:00,,"['California', 'Indiana', 'Washington']",UNK,,,"09/26/2017, 10/12/2017",,2017-10-12 00:00:00,,Retail,https://oag.ca.gov/ecrime/databreach/reports/sb24-135278,,,2018-04-13 00:00:00,7,BestBuy.com
"best buy co., inc.",2018-04-13 00:00:00,,['Maryland'],UNK,,,4/13/2018,,,,Retail,,,,,1,BestBuy.com
"best buy co., inc.",9/26/17 - 10/12/17 (Notified late March 2018),,['Maine'],UNK,2018-04-13 00:00:00,,9/26/17 - 10/12/17 (Notified late March 2018),,,,Retail,,,,,7,BestBuy.com
"best buy co., inc.",September 27,,['Wisconsin'],UNK,2018-04-05 00:00:00,,"September 27 - October 12, 2017",," October 12, 2017",,Retail,,,,,7,BestBuy.com
"best buy, ",2009-02-02 00:00:00,,['New Hampshire'],UNK,,,"February 02, 2009",,,,Retail,https://www.doj.nh.gov/consumer/security-breaches/documents/best-buy-20090202.pdf,,,,7,BestBuy.com
"best buy, ",2018-04-13 00:00:00,,"['New Hampshire', 'New Jersey']",UNK,,,"April 13, 2018",,,,Retail,https://www.doj.nh.gov/consumer/security-breaches/documents/best-buy-20180413.pdf,,,,7,BestBuy.com
best health physical therapy llc,2016-11-09 00:00:00,,['Maryland'],UNK,,,11/9/2016,,,,,,,,,7,
best health physical therapy llc,9/11/16 (Discovered 9/23/16),3.0,['Maine'],UNK,2016-11-09 00:00:00,,9/11/16 (Discovered 9/23/16),,,,,,,,,7,
"best western international, inc.",2017-10-23 00:00:00,1.0,['Maryland'],UNK,,,10/23/2017,,,,Hotels,,,,,1,www.bestwestern.com
"best western international, inc.",2017-11-30 00:00:00,1.0,['Maryland'],UNK,,,11/30/2017,,,,Hotels,,,,,1,www.bestwestern.com
bethesdaministries,2016-01-25 00:00:00,31.0,['Indiana'],UNK,2016-02-23 00:00:00,,2016-01-25 00:00:00,,,,Fashion,,,,,7,
betterbee,3/3/15 (Discovered on 3/10/15,2.0,['Maine'],UNK,2015-03-16 00:00:00,,3/3/15 (Discovered on 3/10/15,,,,,,,,,7,
"betterbee websitepipeline, ",2015-03-16 00:00:00,,['New Hampshire'],UNK,,,"March 16, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/betterbee-websitepipeline-20150316.pdf,,,,7,
"betterton, tyler &amp; summonte, pl",2018-04-10 00:00:00,1.0,['Maryland'],UNK,,,4/10/2018,,,,,,,,,1,
"betty lou&#39;s, inc.",2017-06-29 00:00:00,10.0,['Maryland'],UNK,,,6/29/2017,,,,,,,,,1,
"bettylou's,inc.",2017-02-17 00:00:00,453.0,['Indiana'],UNK,2017-06-30 00:00:00,,2017-02-17 00:00:00,,,,,,,,,7,
"beuhler&#39;s fresh foods, llc",2018-10-09 00:00:00,3.0,['Maryland'],UNK,,,10/9/2018,,,,,,,,,1,
"beverages & more, inc. dba bevmo!",2018-08-02 00:00:00,,['California'],UNK,,,"08/02/2018, 09/26/2018",,2018-09-26 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-142674,,,2018-12-14 00:00:00,7,
"beverages & more, inc. dba bevmo!",8/2/2018-9/26/2018,14519.0,['Maine'],UNK,12/17/2018-12/21/2018,2018-11-19 00:00:00,8/2/2018-9/26/2018,,,Other Commercial ,,,,,,7,
"beverages & more, inc.,   ",2018-12-18 00:00:00,,['New Hampshire'],UNK,,,"December 18, 2018",,,,Beverages,https://www.doj.nh.gov/consumer/security-breaches/documents/beverages-20181218.pdf,,Houchens Industries,,7,Tampico.com
"beverages &amp; more, inc.",2018-12-17 00:00:00,16.0,['Maryland'],UNK,,,12/17/2018,,,,BeveragesFood processing,,,,,1,PepsiCo.com
beveragesandmoreincdbabevmo,2018-08-02 00:00:00,14519.0,['Indiana'],UNK,2018-12-17 00:00:00,,2018-08-02 00:00:00,,,,,,,,,7,
beyond yoga,2016-08-01 00:00:00,,['California'],UNK,,,08/01/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-64630,,,2016-10-28 00:00:00,7,
bhequitiesllc,2016-03-21 00:00:00,581.0,"['Maine', 'Indiana']",UNK,2016-04-01 00:00:00,,2016-03-21 00:00:00,,,,,,,,,7,
bhequitiesllc,2016-04-01 00:00:00,3.0,"['Maryland', 'New Hampshire']",UNK,,,4/1/2016,,,,Conglomerate,,,Warren Buffett (30.71% of the aggregate voting power and 16.45% of the economic interest)[1],,1,www.berkshirehathaway.com
"big bend banks, n.a., ",2011-10-14 00:00:00,,['New Hampshire'],UNK,,,"October 14, 2011",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/big-bend-bank-20111014.pdf,,,,7,
"big fish games, inc.",12/24/14-1/8/15 (Discovered 1/12/15),175.0,['Maine'],UNK,2015-02-10 00:00:00,,12/24/14-1/8/15 (Discovered 1/12/15),,,,,,,,,7,
"big fish games, inc.",2015-02-09 00:00:00,440.0,['Maryland'],UNK,,,2/9/2015,,,,Video gameComputer software,,,Aristocrat Leisure,,1,bigfishgames.com
"big fish games, inc.",2015-02-10 00:00:00,,['New Hampshire'],UNK,,,"February 10, 2015",,,,Video gameComputer software,https://www.doj.nh.gov/consumer/security-breaches/documents/big-fish-games-20150210.pdf,,Aristocrat Leisure,,7,bigfishgames.com
"big idea entertainment, llc",2015-05-11 00:00:00,,['Maryland'],UNK,,,5/11/2015,,,,,,,DreamWorks Classics(DreamWorks Animation)(Universal Pictures)(NBCUniversal),,1,
"big y foods, inc., ",2016-10-13 00:00:00,,['New Hampshire'],UNK,,,"October 13, 2016",,,,Grocery,https://www.doj.nh.gov/consumer/security-breaches/documents/big-y-20161013.pdf,,,,7,www.bigy.com
bigfootgunbelts,10/31/17-2/1/18 (discovered 2/1/18),12.0,['Maine'],UNK,2018-03-23 00:00:00,,10/31/17-2/1/18 (discovered 2/1/18),,,,,,,,,7,
