Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2017-08-25,2017-05-16,GTDistributors  Inc  ,1287 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-16
2017-03-23,2017-01-13,Haan Crafts LLC ,134 (31 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-13
2017-03-13,2017-03-02,Haixia  Zhang ,Unknown (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-02
2017-07-06,2016-08-10,Halekulani Corporation ,1528 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-09-12,2017-08-14,Hampton Inn Austin  Round Rock ,3 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-14
2017-09-01,2017-07-05,Hand  Upper Extremity Centersdba Hand Rehabilitation Specialists ,12806 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-05
2016-12-19,2016-10-17,Hansen Cochrane Ltd  ,1636 (25 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-17
2017-07-07,2016-08-10,Hard Rock Hotels  Casinos ,Unknown (205 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-07-31,2016-08-10,Harrah  s Las Vegas  LLCd  b  a Harrah  s Casino Hotel  Las Vegas ,16 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2016-12-21,,Harris Hardy Johnstone PC ,Unknown (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-07-24,2016-08-10,Hartz Hotel Services  Inc  ,2656 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-07-13,2016-06-01,Harvest Bible Chapeld  b  a Walkinthe Word Ministries ,13961 (552 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-01
2017-03-30,,Harveys Iowa Management Company  Inc  and Harveys BRManagement Company  Inc  ,45 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-03-28,2017-01-01,Health Dimensions Group ,1754 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-01
2017-07-21,2016-08-10,Heathman Hotel ,202 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-03-27,2017-02-13,High Power Technical Services  Inc  ,541 (139 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-13
2017-04-25,2017-02-21,Hill Country Memorial Hospital ,8449 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-21
2017-06-20,2016-11-09,Home Point Financial Corporation ,32642 (374 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-09
2017-01-25,2016-11-15,Honor Flight New England ,649 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-15
2017-08-30,2017-05-04,Horseshoe Casino Hammond ,288 (14 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-04
2017-09-08,2017-03-08,Hospital Housekeeping System ,1058 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-08
2017-05-26,2017-05-09,HRBTax Group Inc ,63 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-09
2017-03-10,,Hutchinsonand Bloodgood LLP ,Unknown (30 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-08-07,2016-09-27,Hyatt Centric The Loop Chicago  Illinois ,Unknown (117 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-27
2017-01-27,2017-01-23,Hycor Biomedical  LLC ,105 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-23
2017-09-07,,ICCIndustries  Inc  ,4997 (1451 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-09-06,2017-09-01,IDEM  Security Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-01
2017-03-09,2016-10-01,ILKB  LLC ,800 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-01
2017-04-18,2016-10-01,ILKB  LLC ,26362 (173 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-01
2017-05-23,2017-02-26,Incipio  LLC ,68226 (1076 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-26
2017-01-20,2016-03-13,Independent Care Health Plan ,7486 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-13
2017-01-20,2017-01-20,Indiana  Department  of  Natural  Resources ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-20
2017-02-09,2016-12-19,Indiana Associationof Homesand Servicesforthe Aging  Inc  d  b  a Leading Age Indiana ,75 (65 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-19
2017-04-10,2017-04-07,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-07
2017-08-11,2017-08-08,Indiana Bureauof Motor Vehicles ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-08
2017-08-10,2017-08-10,Indiana Bureauof Motor Vehicles ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-10
2017-06-15,2017-05-30,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-30
2017-06-23,2017-05-26,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-26
2017-08-07,2017-08-04,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-04
2017-06-06,2017-05-31,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-31
2017-08-10,2017-08-08,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-08
2017-06-06,2017-05-13,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-13
2017-01-11,2017-01-05,Indiana Bureauof Motor Vehicles ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-05
2017-08-22,2007-09-20,Indiana Departmentof Environmental Management ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2007-09-20
2017-02-14,2017-01-30,Indiana Departmentof Environmental Management ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-30
2017-03-10,2017-02-24,Indiana Departmentof Revenue ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-24
2017-06-30,2016-08-09,Indiana Departmentof Workforce Development ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-09
2017-09-15,2016-09-06,Indiana Departmentof Workforce Development ,26 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-06
2017-03-29,2017-02-15,Indiana Furniture ,Unknown (374 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-15
2017-02-14,2017-01-17,Indiana Professional Licensing Agency ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-17
2017-09-06,2017-08-31,Indiana Public Retirement System ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-31
2017-04-14,2017-03-29,Indiana University Health ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-29
2017-04-14,2017-03-17,Indiana University Health ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-17
2017-05-12,2016-11-14,Indigo Wild  LLC ,22077 (524 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-14
2017-09-01,2017-05-26,Infinite Computer Solutions Inc  ,650 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-26
2017-04-07,,Ingram  Overholt  Bean  P  C  ,400 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-03-14,2017-02-27,In Moment Inc  ,246 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-27
2017-02-21,2017-02-03,Inter Mountain Management  LLC ,3918 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-03
2016-12-30,2016-10-03,International Associationof Sheet Metal  Air  Rail  Transport Workers ,25156 (24 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-03
2016-01-11,2016-04-25,International Code Council  Inc  ,11101 (144 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-25
2017-02-21,2016-04-24,Intex Recreation Corp  ,58424 (1335 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-24
2017-03-29,2017-03-12,Intuit Inc ,1048 (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-12
2017-07-21,2017-06-14,Intuit Inc ,235 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-14
2017-08-15,2017-07-30,Intuit Inc ,396 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-30
2017-03-01,2017-02-09,Intuit Inc ,2338 (58 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-09
2017-02-21,2017-01-30,Intuit Inc ,5869 (55 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-30
2017-05-17,2017-04-30,Intuit Inc ,298 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-30
2017-04-17,2017-04-02,Intuit Inc ,845 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-02
2017-06-13,2017-04-19,Intuit Inc ,14592 (237 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-19
2017-02-09,2017-01-29,Intuit Inc ,2969 (62 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-29
2014-04-24,2017-04-06,Intuit Inc ,64 (22 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-06
2017-05-05,2017-04-17,Intuit Inc ,744 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-17
2017-01-26,2017-01-12,Intuit Inc ,597 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-12
2017-02-01,2017-01-22,Intuit Inc ,519 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-22
2017-03-10,2017-02-20,Intuit Inc ,5123 (19 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-20
2017-03-17,2017-02-28,Intuit Inc ,2822 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-28
2017-03-02,2017-01-30,Iowa Mutualinsurance Company ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-30
2017-05-11,2017-12-28,ITAGroup  Inc  ,176 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-28
,,IUHealth Billing  ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-05-08,2016-11-01,Ives  Sultan LLP ,2518 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-01
2017-04-28,2016-05-01,Jackson Hewitt Tax Service Inc  ,77178 (93 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-01
2017-06-05,2017-01-09,Jas  Townsend  Sons  Inc  ,Unknown (45 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-09
2017-03-17,2017-02-23,JBProducts  AFederal Process Company ,213 (39 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-23
2017-02-10,2017-02-02,Jennerand Block ,859 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-02
2017-06-30,2016-08-10,Jennerand Block ,39 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-08-22,2017-08-14,Je Nu Bio Sciences LLC ,23 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-14
2017-06-07,2016-11-16,Jewelry  com ,Unknown (94 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-16
2017-02-24,2017-01-15,Jo Fit ,4473 (47 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-15
2017-02-24,2017-01-24,John Deere Financial ,64 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-24
2017-06-19,2017-04-19,John FLewis PC ,2003 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-19
2017-02-21,2017-01-26,Johns Dental Laboratory  Inc  ,107 (106 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-26
2017-04-14,2017-01-16,Johnson  Hearn  Vinegar  Gee  PLLC ,7958 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-16
2014-04-24,2017-03-01,Jones  Anderson CPAGroup ,2248 (2064 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-01
2017-02-24,2017-02-14,Joseph  Beth ,483 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-14
2017-08-03,2016-10-27,Juliska ,Unknown (59 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-27
2017-04-14,2017-03-31,Kamatics Corporation ,6 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-31
2017-05-31,2017-03-29,Keith M  Southwood  CPA  Inc  ,1035 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-29
2017-07-18,2017-05-06,Keller Williams Realty  Inc  ,398142 (3046 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-06
2017-07-27,2017-01-16,Kentucky Wesleyan College ,6100 (412 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-16
2017-07-28,2016-08-10,Kimpton Hotels  Restaurants ,23737 (312 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-01-20,2016-12-26,Kindred Healthcare ,Unknown (15 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-26
2016-01-06,2016-11-21,Kindred Healthcare ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-21
2017-05-10,2017-02-03,Kindred Healthcare ,Unknown (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-03
2017-05-04,2017-02-08,Kindred Healthcare ,Unknown (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-08
2017-04-03,2017-03-24,Kindred Healthcare ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-24
2017-02-02,2016-01-18,King Mc Namara Moriarty ,6791 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-18
2017-03-07,2016-09-12,Kobza  Associates  LLC ,646 (30 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-12
2017-07-19,2017-04-17,Kolodziej  Elsen  Fey LLC ,16 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-17
2017-03-30,2017-02-02,Krehbieland Associates CPA ,4129 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-02
2017-08-31,2017-05-25,Kroeschell  Inc  ,1534 (20 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-25
2017-04-10,2017-01-31,K  Tek Resourcing LLC ,95 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-31
2017-05-15,2016-12-20,KURUFootwear ,18138 (399 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-20
2017-03-28,2017-02-04,Language Services Associates  Inc  ,1475 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-04
2017-08-28,2016-08-10,La Torretta Lake Resort  Spa ,Unknown (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-08-31,2016-08-10,L  Aubergede Sedeona ,718 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2017-01-05,2016-10-14,Lauch Point Ventures ,407 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-14
2017-08-16,2017-08-07,Lawyers Titleof Arizona  Inc  ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-07
2017-05-12,2017-04-21,Leading Edge Financial Planning  LLC ,216 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-21
2017-08-15,,Legacy Consulting Group ,2164 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-02-27,2016-11-01,Leo Edwards  Jr   M  D  ,19564 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-01
2017-03-02,2017-02-13,Lexington County Health Services District  Inc  ,Unknown (12 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-13
2017-01-30,2016-09-06,Lightspeed Systems  Inc  ,340 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-06
2017-05-02,2017-04-01,Lipton CPAAssociates LLC ,65 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-01
2017-07-05,2016-08-29,Loews Hotels  Co  ,Unknown (969 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-29
2017-07-11,2017-05-12,LOGANCommunity Resources  Inc  ,2604 (2063 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-12
2017-04-25,2017-03-17,Louisville Area Chamberof Commerce  Inc  d  b  a Greater Louisville Inc  ,40 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-17
2017-06-01,2017-02-17,Louisville Metro Government ,174 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-17
2017-02-01,2016-12-14,M  Stanley Metz  Company  Inc  ,2595 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-14
2017-07-28,2016-10-15,M  IFinancial  LLC ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-15
2016-12-28,2016-10-13,Madison Trust Company  Inc  ,219 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-13
2017-09-08,2017-08-23,Major League Lacrosse ,2570 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-23
2017-02-16,2017-01-26,Manatee County School District ,7564 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-26
2017-08-11,2017-04-16,Marine Corps Association  Foundation ,3969 (90 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-16
2017-01-19,2017-01-05,Marion County Prosecutor  s Office ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-05
,2016-10-25,Marion County Prosecutor  s Office ,3 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-25
2017-10-16,2017-09-19,Marriott International ,75 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-19
2017-08-29,2017-08-17,Massachusetts Mutual Life Insurance Company ,2034 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-17
2017-05-05,2017-03-06,Massachusetts Mutual Life Insurance Company ,40 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-06
2017-06-16,2017-02-17,Massood  Company  PA ,2709 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-17
2017-03-07,2017-02-04,Maxim Capital Enterprises  Inc  ,619 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-04
2017-03-15,2017-02-02,Maxim Crane Works  L  P  ,1114 (14 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-02
2017-01-20,2017-01-06,MBAConsulting Services  Inc  ,360 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-06
2017-05-01,2016-09-05,Mc David  Inc  ,4777 (79 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-05
2017-03-31,2016-03-07,Mc Donald  s Corporation ,13 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-07
2017-05-25,2017-02-21,Mc Laughlin Brunson Insurance Agency LLP ,303 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-21
2017-02-03,2016-07-02,MDFInstruments ,5677 (169 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-02
2017-09-01,2017-06-17,Med  Cert  Inc  ,7237 (2592 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-17
2017-02-15,2017-02-02,Medical Depot  Inc  ,1023 (50 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-02
2017-01-04,2016-12-05,MED  PASS  Inc  ,43 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-05
2017-03-03,2017-02-01,Merchants Metals  Inc  ,759 (103 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-01
2017-02-17,2017-02-08,Meridian Health Services ,1245 (1245 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-08
2017-07-12,2017-06-04,Michael Friedland  LTD ,622 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-04
2017-03-13,,Michelin North America ,94 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-06-13,2017-05-05,Mid America Clinical Laboratories ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-05
2017-02-27,2017-02-05,Mihalov Barton  Burrus  LLC ,1775 (1586 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-05
