Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Industry,Parent Company,Website,End Date of Breach,Link to PDF,Location of Breached Information,Reported Date,Type of Breach,Source(s)
"Cardinal Health,",2010-10-08 00:00:00,,{'New Hampshire'},UNK,,,"October 08, 2010",Pharmaceuticals,,Cardinalhealth.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/cardinal-health-20101008.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Care Partners Hospice And Palliative,2018-04-11 00:00:00,,{'Oregon'},UNK,2018-05-25 00:00:00,2018-04-11 00:00:00,4/11/2018 - 4/11/2018,,,,2018-04-11 00:00:00,,,2018-05-25 00:00:00,7,"{'{""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}', ""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}""}"
"Care.com Inc.,",2016-03-10 00:00:00,,{'New Hampshire'},UNK,,,"March 10, 2016",,,www.care.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/care-com-20160310.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Carecentrix, Inc.,",2014-09-18 00:00:00,,{'New Hampshire'},UNK,,,"September 18, 2014",Health care,,www.gentiva.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20140918.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Carecentrix, Inc.,",2016-03-21 00:00:00,,{'New Hampshire'},UNK,,,"March 21, 2016",Health care,,www.gentiva.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20160321.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Career & Technology Education Centers Of Licking County ""c-tec"",",2018-07-06 00:00:00,,{'New Hampshire'},"['state id', 'license', 'name', 'date of birth', 'email', 'address', 'insurance']",,,"July 06, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/career-technology-education-20180706.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Career And Technology Education Centers Of Licking County (c-tec),2018-02-12 00:00:00,2.0,{'Montana'},UNK,,,2/12/2018-2/12/2018,,,,2018-02-12, https://media.dojmt.gov/wp-content/uploads/C-TEC.pdf ,,2018-07-06,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Career Education Corporation,2016-06-16 00:00:00,881.0,"{'Indiana', 'Montana'}",UNK,,,6/16/2016-6/16/2016,Higher education and training services,,www.careered.com,2016-06-16, https://media.dojmt.gov/wp-content/uploads/Career-Education-Corporation.pdf ,,2016-07-11,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Career Technology Centersof Licking County,2018-02-12 00:00:00,9578.0,{'Indiana'},UNK,2018-07-06,,2018-02-12 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Career Technology Education Centers Of Licking County,Not Specified,,{'Vermont'},UNK,2018-07-05 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/07/05/career-technology-education-centers-of-licking-county-notice-of-data-breach-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
Carefirst Bluecross Blueshield,2014-06-19 00:00:00,,{'California'},UNK,,,06/19/2014,,,www.bcbs.com,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56038,,2015-05-20,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Carefirst,",2015-05-20 00:00:00,,{'New Hampshire'},UNK,,,"May 20, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/carefirst-20150520.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Carefirst,",2018-04-05 00:00:00,,{'New Jersey'},UNK,,,"APRIL 5, 2018",,,,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
"Caremeridian, Llc",2017-12-21 00:00:00,,{'California'},UNK,,,12/21/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-134637,,2018-03-20,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Caribou Coffee,2019-01-02 00:00:00,,{'New Jersey'},UNK,,,"JANUARY 2, 2019",Retail Coffee and Tea,JAB Holding Company,www.cariboucoffee.com,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
Caribou Coffee Co.,2018-08-28 00:00:00,,{'Wisconsin'},UNK,2018-12-20 00:00:00,,"Between August 28, 2018 and December 3, 2018",Retail Coffee and Tea,JAB Holding Company,www.cariboucoffee.com," December 3, 2018",,,,7,"{'{""{\'https://datcp.wi.gov/Pages/Programs_Services/DataBreaches.aspx\'}""}'}"
Caribou Coffee Company,Not Specified,,{'Iowa'},UNK,,,,Retail Coffee and Tea,JAB Holding Company,www.cariboucoffee.com,,https://www.iowaattorneygeneral.gov/media/cms/122018__Caribou_Coffee_Company_3D2A32C774D6E.pdf,,2018-12-20 00:00:00,7,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
Caribou Coffee Company-bruggers Enterprises ),Not Specified,,{'Vermont'},UNK,2018-12-20 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/12/20/caribou-coffee-company-bruggers-enterprises-notice-of-data-breach-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
Carite Inc,2018-01-17 00:00:00,346.0,{'Indiana'},UNK,2018-01-23,,2018-01-17 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Carl Cross, Llc",2017-02-14 00:00:00,5.0,{'Montana'},UNK,,,2/14/2017-2/14/2017,,,,2017-02-14, https://media.dojmt.gov/wp-content/uploads/Carla-Cross-LLC.pdf ,,2017-03-03,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Carmel Unified School District,2019-01-05 00:00:00,,{'California'},UNK,,,01/05/2019,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-145289,,2019-03-08,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Carolina Digestive Health Associates Data Security Incident,Not Specified,,{'Vermont'},UNK,2018-04-26 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/04/26/carolina-digestive-health-associates-data-security-incident/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
Caroline Kline Galland Home,2018-12-23 00:00:00,,{'Washington'},"['name', 'email']",,,12/23/2018,,,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/CarolineKlineGallandHome.2019-01-11.pdf,,2019-01-11 00:00:00,4,"{""{'https://www.atg.wa.gov/data-breach-notifications'}"", '{""{\'https://www.atg.wa.gov/data-breach-notifications\'}""}'}"
"Carpenters Benefit Funds Of Philadelphia (""carpenters Benefit Funds""),",2018-09-13 00:00:00,,{'New Hampshire'},"['name', 'financial', 'password', 'email', 'address', 'medical', 'insurance', 'identification number']",,,"September 13, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/carpenters-benefit-funds-20180913.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Carpenters Local,2016-08-24 00:00:00,450.0,{'Indiana'},UNK,2016-11-02,,2016-08-24 00:00:00,,,carpentersofficial.com,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Carranco Lawson Pc,2017-01-07 00:00:00,779.0,{'Indiana'},UNK,2017-08-03,,2017-01-07 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Carroll Saints Shoppe,2019-01-19 00:00:00,7.0,{'Montana'},UNK,,,01/19/2019-01/26/2019,,,,2019-01-26,https://media.dojmt.gov/wp-content/uploads/CON-2019-03-01-Notification-of-Data-Breach-Carroll-College.pdf,,2019-03-01,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Cartier North America,",2013-02-25 00:00:00,,{'New Hampshire'},UNK,,,"February 25, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cartier-20130225.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Carus Publishing Company,",2007-05-08 00:00:00,,{'New Hampshire'},UNK,,,"May 08, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/carus-publishing-20080508.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Cary E Williams Cpa,2018-01-05 00:00:00,7690.0,"{'Indiana', 'Montana'}",UNK,,,1/5/2018-2/2/2018,,,,2018-02-02, https://media.dojmt.gov/wp-content/uploads/Cary-Williams-CPA.pdf ,,2018-03-02,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cary E Williams Cpa,Not Specified,,{'Vermont'},UNK,2018-03-05 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/03/05/cary-e-williams-cpa-sbn-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
"Cascade Management, Inc.",2016-11-01 00:00:00,2.0,{'Montana'},UNK,,,11/1/2016-11/1/2016,Forest products,,www.bc.com,2016-11-01, https://media.dojmt.gov/wp-content/uploads/Cascade-Management-Inc.pdf ,,2016-12-28,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Cascade Management, Inc.",a,,{'Oregon'},UNK,,2016-11-01 00:00:00,,Forest products,,www.bc.com,,,,2016-12-29 00:00:00,7,"{'{\'https://justice.oregon.gov/consumer/DataBreach/Home/\', ""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}'}"
Cashnetusa,2018-03-23 00:00:00,4.0,{'Montana'},UNK,,,3/23/2018-3/23/2018,,,,2018-03-23, https://media.dojmt.gov/wp-content/uploads/CashNetUSA.pdf ,,2018-04-27,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Catawba Valley Medical Center (""cvmc""),",2018-10-22 00:00:00,,{'New Hampshire'},"['license', 'name', 'dates of birth', 'financial', 'password', 'email', 'phone number', 'address', 'insurance']",,,"October 22, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cvmc-20181024.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Catawba Valley Medical Center (""cvmc""),",2018-07-01 00:00:00,1.0,{'Montana'},UNK,,,7/1/2018-8/31/2018,,,,2018-08-31, https://media.dojmt.gov/wp-content/uploads/Catawba-Valley-Medical-Center-CVMC.pdf ,,2018-10-23,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Caterpillar,",2007-04-27 00:00:00,,{'New Hampshire'},UNK,,,"April 27, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/caterpillar-20080427.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Cathay Pacific Airways,2018-10-30 00:00:00,,{'New Jersey'},UNK,,,"OCTOBER 30, 2018",,,,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
"Cathay Pacific Airways Limited,",2018-10-25 00:00:00,,{'New Hampshire'},"['passport', 'name', 'date of birth', 'financial', 'password', 'email', 'address', 'insurance']",,,"October 25, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cathay-pacific-20181025.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Catholic United Financial,2017-10-05 00:00:00,,{'New Hampshire'},"['license', 'name', 'dates of birth', 'financial', 'email', 'address', 'insurance']",,,"October 05, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/catholic-united-financial-20171005.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Catholic United Financial,07/31/2017  08/26/2017,,{'Washington'},"['license', 'name', 'financial', 'login', 'address', 'insurance']",,,07/31/2017  08/26/2017 to 08/28/2017  11/12/2016,,,,08/28/2017  11/12/2016,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CatholicUnitedFinancial.2017-10-06.pdf,,2017-10-06 00:00:00,1,"{'{""{\'https://www.atg.wa.gov/data-breach-notifications\'}"", \'https://www.atg.wa.gov/data-breach-notifications\'}'}"
Catholic United Financial,2016-11-12 00:00:00,495.0,"{'California', 'Oregon', 'Montana'}",UNK,,,11/12/2016 - 9/6/2017,,,,2017-09-06 00:00:00,,,2017-10-13 00:00:00,7,"{'{""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}"", \'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\', ""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}', ""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}""}"
Catholic United Financial,Not Specified,,{'Iowa'},"['license', 'name', 'financial', 'address', 'insurance']",,,,,,,,https://www.iowaattorneygeneral.gov/media/cms/Catholic_United_Financial_C7B09748E175B.pdf,,2017-10-06 00:00:00,1,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
Cathrine Steinborn Dds,2015-01-05 00:00:00,,{'California'},UNK,,,01/05/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-48477,,2015-02-20,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Cayan Llc,",2017-02-23 00:00:00,,{'New Hampshire'},UNK,,,"February 23, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cayan-20170223.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Cayan Llc,",2017-02-09 00:00:00,331.0,{'Indiana'},UNK,2017-03-01,,2017-02-09 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cbiz Mhm Llc Security Incident Notice To Consumers,Not Specified,,{'Vermont'},UNK,2018-07-18 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/07/18/cbiz-mhm-llc-security-incident-notice-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
"Cbiz Mhm, Llc,",2018-07-18 00:00:00,,{'New Hampshire'},"['license', 'name', 'financial', 'password', 'email', 'address', 'insurance']",,,"July 18, 2018",Accounting,,www.mhmcpa.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/cbiz-20180718.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Cbiz Mhm, Llc,",2018-05-02 00:00:00,1.0,{'Montana'},UNK,,,5/2/2018-5/23/2018,Accounting,,www.mhmcpa.com,2018-05-23, https://media.dojmt.gov/wp-content/uploads/CBIZ.pdf ,,2018-07-18,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Cbiz Mhm, Llc,",2018-05-21 00:00:00,1246.0,{'Indiana'},UNK,2018-07-19,,2018-05-21 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cbre Inc,2016-08-01 00:00:00,94.0,{'Indiana'},UNK,2017-07-12,,2016-08-01 00:00:00,Real estate,,cbre.com,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Cbs Consolidated, Inc.",2017-07-10 00:00:00,,"{'California', 'Oregon'}",UNK,2017-09-08 00:00:00,2017-07-10 00:00:00,7/10/2017,Energy,,coned.com,,,,2017-09-13 00:00:00,7,"{""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}"", '{""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}"", \'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Cbs Consolidated, Inc. Dba Cornerstone Business & Management Solutions,",2017-08-23 00:00:00,,{'New Hampshire'},"['social security number', 'license', 'name', 'financial', 'address', 'medical', 'insurance']",,,"August 23, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cbs-consolidated-20170823.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Cbs Interactive,2018-01-01 00:00:00,847.0,{'Delaware'},"['name', 'password', 'username']",,,01/01/18 – 05/16/18,Online media,CBS Corporation,www.cbsinteractive.com,2018-05-16,https://attorneygeneral.delaware.gov/wp-content/uploads/sites/50/2018/06/CBS-Interactive-Sample-Notice.pdf,,2018-05-25,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://attorneygeneral.delaware.gov/fraud/cpu/securitybreachnotification/database/\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Cbs Interactive, Inc.",2018-01-01 00:00:00,,{'California'},UNK,,,"01/01/2018, 05/16/2018",Online media,CBS Corporation,www.cbsinteractive.com,2018-05-16,https://oag.ca.gov/ecrime/databreach/reports/sb24-136534,,2018-05-24,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Cbtx,2018-05-30 00:00:00,7703.0,{'Indiana'},UNK,2018-12-21,,2018-05-30 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cbtx Inc.,2018-05-30 00:00:00,7703.0,{'Indiana'},UNK,2018-12-21,,2018-05-30 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cccrestaurant Enterprises Llc,2016-05-05 00:00:00,,{'Indiana'},UNK,2017-01-18,,2016-05-05 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cchcs,2017-01-23 00:00:00,,{'California'},UNK,,,01/23/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66267,,2017-02-09,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Ccrmsan Francisco,2018-06-08 00:00:00,366.0,{'Indiana'},UNK,2018-08-10,,2018-06-08 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Ccs Medical, Inc.,",2012-12-10 00:00:00,,{'New Hampshire'},"['license', 'name', 'password', 'address', 'identification number']",,,"December 10, 2012",Financial Sector,,www.fisglobal.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/ccs-medical-20121210.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Ccstechnology Group Llc,2016-10-19 00:00:00,1.0,{'Indiana'},UNK,2017-01-18,,2016-10-19 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cdcr - California Health Care Facility,2016-05-02 00:00:00,,{'California'},UNK,,,05/02/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-62703,,2016-07-06,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Cecchi And Associates, Inc. (rudy),",2017-09-20 00:00:00,,{'New Hampshire'},"['license', 'name', 'email', 'address', 'medical', 'insurance']",,,"September 20, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cecchi-20170920.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Cedar Grove,2016-08-10 00:00:00,,{'Montana'},UNK,,,8/10/2016-3/9/2017,,,,2017-03-09, https://media.dojmt.gov/wp-content/uploads/Cedar-Grove.pdf ,,2017-07-31,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Cedars-sinai Health System,2014-06-23 00:00:00,,{'California'},UNK,,,06/23/2014,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-46547,,2014-09-10,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Cedarville University,2018-01-31 00:00:00,241.0,{'Indiana'},UNK,2018-02-15,,2018-01-31 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Cendera Funding Inc,2018-09-29 00:00:00,5328.0,{'Indiana'},UNK,2018-10-25,,2018-09-29 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Cendera Funding,",2018-10-30 00:00:00,,{'New Hampshire'},"['name', 'financial', 'address', 'insurance']",,,"October 30, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/cendera-funding-20181030.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Cenlar Fsb,2016-05-19 00:00:00,100.0,{'Indiana'},UNK,2018-03-20,,2016-05-19 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Center For Mental Health,2016-11-29 00:00:00,66.0,{'Montana'},UNK,,,11/29/2016-11/29/2016,,,,2016-11-29, https://media.dojmt.gov/wp-content/uploads/Center-for-Mental-Health.pdf ,,2017-01-19,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Center For Orthopaedic Specialists,2018-02-18 00:00:00,,{'California'},UNK,,,"02/18/2018, 02/25/2018, 03/04/2018",,,,2018-03-04,https://oag.ca.gov/ecrime/databreach/reports/sb24-135457,,2018-04-19,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Centerra Group, Llc (adp)",2015-10-28 00:00:00,1.0,{'Montana'},UNK,,,10/28/2015-10/28/2015,,,,2015-10-28, https://media.dojmt.gov/wp-content/uploads/Centerra-Group-LLC-ADP.pdf ,,2015-12-14,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Centerstone Insurance And Financial Services D/b/a Benefitmall,",2019-01-08 00:00:00,,{'New Hampshire'},"['name', 'dates of birth', 'payment', 'financial', 'login', 'email', 'phone number', 'address', 'medical', 'insurance']",,,"January  8, 2019",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/centerstone-insurance-20190108.pdf,,,1,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Centerstone Insurance And Financial Services D/b/a Benefitmall,",2018-06-01 00:00:00,140.0,{'Montana'},UNK,,,6/1/2018-10/11/2018,,,,2018-10-11, https://media.dojmt.gov/wp-content/uploads/Centerstone-Insurance-and-Financial-Services-dba-BenefitMall.pdf ,,2019-01-04,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Centerstone Insurance And Financial Services D/b/a Benefitmall,",2018-06-13 00:00:00,,{'California'},UNK,,,"06/13/2018, 10/11/2018",,,,2018-10-11,https://oag.ca.gov/ecrime/databreach/reports/sb24-143493,,2019-01-03,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
